scen0,scen1,scen2,scen3
0.15889135,0.275196175,0.032175448,0.19245355
0.525083375,0.56443675,0.156655425,0.57101125
0.58109075,0.596693625,0.17298311,0.6105702
0.5703076,0.591569,0.075772188,0.59312105
0.558022325,0.57728665,0.031841808,0.56859195
0.55132775,0.56067085,0.029327508,0.548573625
