,No-Trade Resilience,No-Trade Cost,Central Resilience,Central Cost,Distributed Resilience,Distributed Cost
0,0.5516567386844963,0.24108682643425478,0.5516567386844939,0.25464675444926044,0.5522400284068575,0.24122312290466424
1,0.5673504657174743,0.33907168108941177,0.8298510649595962,0.4275745736634434,0.5675756779450597,0.3383371641740855
2,0.5993552568057477,0.34738829886228434,0.539419731125171,0.31264946897605606,0.5985257927121128,0.3455152952412004
