infrastructure-usage(kw),metering(kw),fixed-fees(kw),GHG-penalty(kw),fuel(kw),PNA_cost,total financial support,total utility support,financial subsidy rate,utility subsidy rate,co2(kg/kwh)
0.04,0.01,0.02,0.04,0.31,1000,1000,1000,0.3,0.3,0.67
